
41, -85, A0:39:EE:6E:0D:CE,  Call Me Daddy
42, -85, C2:56:27:07:42:D2,  Linksys10140-guest
43, -86, 20:0C:C8:01:F5:72,  Minerva
44, -86, 24:C9:A1:78:B8:68,  CableWiFi
45, -86, 54:13:79:F3:89:32,  3F 4 G
46, -86, 3C:7A:8A:7F:E4:E0,  ARRIS-E4E2
47, -86, E0:46:9A:51:BE:EB,  ADK's Web
48, -86, B8:EE:0E:AD:92:AA,  MySpectrumWiFia4-2G
49, -86, 54:13:79:F2:2F:7D,  BANJI
50, -87, 3C:7A:8A:78:F9:A0,  poppy
51, -87, D8:D7:75:95:CD:B6,  MySpectrumWiFib0-2G
52, -87, 34:68:95:F4:09:3A,  ingrid's wifi
53, -87, A8:A7:95:FC:0F:EB,  WIFIFC0FE8
54, -87, B4:2A:0E:82:99:37,  SusanNguyen
55, -88, 98:6B:3D:DF:66:C0,  DG1670AC2
56, -88, 14:B7:F8:11:35:87,  Thu10D
57, -88, 60:6D:C7:B5:30:74,  VIenna's Network
58, -88, 30:F7:72:8D:17:64,  Sophie
